,gdp,gdp,gdp,gdp,gdp,cpi,cpi,cpi,cpi,cpi
1995-01-14,100.0859407860829,100.05034920873162,100.08018722250202,100.14757867671625,100.07908258670452,100.14191905415838,100.2282555395087,99.92606467817814,100.12744880962794,100.19762235904241
1995-01-15,100.09214961720602,100.05354133806917,100.0862723702055,100.15877739429823,100.08496332900364,100.15471446661243,100.24450550056878,99.93085598206515,100.13398673001736,100.21264136512318
1995-01-16,100.09823764674128,100.05700239332516,100.09232855574355,100.16994430223414,100.0908743025229,100.16947502638513,100.28369538145621,99.92497047266644,100.13749530413136,100.23854181360934
1995-01-17,100.10415516935126,100.06042013950311,100.09840080919864,100.18105205061497,100.09670901661454,100.1596284471274,100.27269106775837,99.91639736592936,100.14635764202662,100.25917930160745
1995-01-18,100.10999715552228,100.06368435886506,100.10446899775087,100.19228002104254,100.10250814114389,100.18784369083149,100.29442557966746,99.8688971484578,100.15027514406394,100.28190881647325
1995-01-19,100.11588245001006,100.06701939178943,100.1105700215811,100.203518234698,100.1082204683319,100.16466514734543,100.3420367485568,99.87010957669486,100.1404364129793,100.29834491990088
1995-01-20,100.1218852861116,100.07049324877224,100.11662701691881,100.2146962489759,100.11388935509613,100.2056642107072,100.34554079925702,99.85631303180517,100.14271535861084,100.28510792870512
1995-01-21,100.12789302285985,100.07385571516706,100.12271082577251,100.22602335982857,100.11939758648343,100.19193057262282,100.34566442171382,99.84462191208189,100.16967214002953,100.31031833618425
1995-01-22,100.13392336575981,100.07707413668759,100.12884020629338,100.23723310629633,100.12484426952956,100.24138563874644,100.35295973641266,99.84144699520658,100.13802683050828,100.31680976602614
1995-01-23,100.13990493051357,100.08026669614624,100.13499867709305,100.24854758681411,100.13016433859178,100.23651123905398,100.36742765090781,99.81732658388759,100.18316860881869,100.3235200045145
1995-01-24,100.14581366577991,100.08345040734919,100.14117667384933,100.25977319960694,100.13548360252258,100.24384664191584,100.41692881614902,99.80304647151927,100.17598756666926,100.3086945616354
1995-01-25,100.15193512145176,100.08679367561383,100.14738910243494,100.2711175157504,100.14073733177759,100.24233991086845,100.44563153480345,99.76577127614024,100.17957769896736,100.31289266253435
1995-01-26,100.15788045437745,100.09039944048867,100.15351631955988,100.28247115502062,100.14607239665393,100.24937090170742,100.48167553173194,99.7319170846217,100.17504595312899,100.34252077661918
1995-01-27,100.16371759965406,100.0939762158829,100.15957913459853,100.2937796546508,100.15134033151529,100.28834833502395,100.47529276186062,99.71588880162389,100.1659288943904,100.33754365731242
1995-01-28,100.16962139320852,100.09784134372802,100.1654625818155,100.30496750783925,100.15659732005828,100.30258398218986,100.4753916909272,99.73691098976349,100.16822979212478,100.33256192538211
1995-01-29,100.17548629029208,100.10209762679015,100.171370370804,100.3161572863813,100.16195359369196,100.30813407100922,100.53229015569562,99.73141157392888,100.17552041309266,100.31553246770297
1995-01-30,100.18137983412407,100.10652453899884,100.17725753853452,100.3272830377731,100.16730839294698,100.33311759179313,100.53706335119233,99.72039113109881,100.17108814108597,100.3628145901675
1995-01-31,100.1872273064581,100.11113240920479,100.1831435285869,100.33847818680758,100.17271528871572,100.37575345998202,100.50091459738144,99.69053779869986,100.15845700564185,100.3685491054897
1995-02-01,100.19306039343556,100.11576381727438,100.18901944284777,100.34962621057603,100.17796485004344,100.39128640860032,100.54286478203746,99.70192858604945,100.1851078632416,100.38315292488501
1995-02-02,100.19893162474716,100.1206850630784,100.1948436756288,100.36059249480881,100.18318685427666,100.4069630544087,100.58292316432433,99.70778205957379,100.21419958120595,100.3774940412286
1995-02-03,100.20467675552112,100.12541779700388,100.20065593706578,100.3716524031259,100.18845469925523,100.41158484528691,100.64702648172273,99.71148769032243,100.22504039679318,100.3826471656258
1995-02-04,100.21047901434848,100.13026441534544,100.20643908807952,100.38290394568706,100.19366615796388,100.44533195253487,100.63836085645396,99.72000227879893,100.21678628743561,100.39959160858396
1995-02-05,100.21631267924879,100.13511671439299,100.21220562993217,100.39407381795837,100.19884753241148,100.45553362941284,100.67267447271169,99.70422503945682,100.19485737268688,100.45258886530763
1995-02-06,100.22233156881857,100.13949047452031,100.21794507124238,100.40532507647674,100.20399682618415,100.48213209146337,100.69571602901532,99.72206045254535,100.21551978039123,100.44708039134001
1995-02-07,100.22835815124414,100.14377965961094,100.22367653694633,100.4165685493227,100.20907816650129,100.51241644003647,100.73302841176181,99.71517432648794,100.21232983192884,100.48610275298411
1995-02-08,100.23425178801018,100.14812532761518,100.22938615818846,100.42764691991788,100.21408194687824,100.53178368085031,100.75320859247078,99.71172032689739,100.24596001594188,100.50085069043153
1995-02-09,100.24014903551326,100.15237903205337,100.23505614345245,100.43858605059307,100.21911298607492,100.5437340918546,100.73824844852706,99.7239183216403,100.26011714002013,100.51405949750276
1995-02-10,100.24612431878909,100.15661512447927,100.24069320774996,100.44946521449319,100.22396619525051,100.55824717247916,100.78860726948889,99.72702740557676,100.23915324157038,100.48794789421174
1995-02-11,100.25205556296568,100.1608024581088,100.24626825838078,100.46032162809009,100.22869219030571,100.56826326937572,100.80110835659,99.71486526888529,100.24216713780703,100.50824109887103
1995-02-12,100.25790443389445,100.1648063578688,100.25184457703774,100.4709661673165,100.23336349911773,100.55929072594641,100.78752510751357,99.70524957694276,100.23125699270817,100.45243148501004
1995-02-13,100.26369553553963,100.16886782719185,100.25737952200184,100.48142669330339,100.23799534581623,100.53357106126525,100.81205884155719,99.71167646449564,100.2566249488335,100.45924011066307
1995-02-14,100.26955628879635,100.17291841870247,100.26291507232041,100.49190244191865,100.24261678043018,100.53683149631527,100.85793442715345,99.72229241459691,100.2652172302102,100.47221093201611
1995-02-15,100.27536671786538,100.17687452737967,100.26845736920255,100.50235474906191,100.2473408777022,100.54462133779907,100.88686712935743,99.73728713164918,100.2482788767705,100.48149776098555
1995-02-16,100.28113656319306,100.180499481554,100.27400617641153,100.51293979601152,100.25197274782289,100.58927549113103,100.94818808820294,99.73373159693075,100.24519610389447,100.50858223531405
1995-02-17,100.28687080858012,100.18413582354954,100.27949339977052,100.52373401327087,100.25657588455954,100.58806359738713,100.95749488778185,99.75695427334902,100.26174867310513,100.47056791214048
1995-02-18,100.29253750067272,100.18777993752431,100.28497029241981,100.53443285931613,100.26116890388931,100.58832179634567,100.97889556036124,99.76232315959106,100.24653047235255,100.47580693089412
1995-02-19,100.29819563279048,100.19142532988846,100.29043477599684,100.54486972092887,100.26568167889256,100.5763899965771,100.99745511108188,99.78363917861758,100.24548482872419,100.49111635221105
1995-02-20,100.30370221836843,100.1951155861133,100.29584974669048,100.55521651103165,100.27014779257233,100.57906205847237,101.01347626521078,99.81136493093588,100.24674925795827,100.48125970087254
1995-02-21,100.30918986289826,100.19875162297309,100.30122714371639,100.56559024305008,100.27445365953248,100.56611592981656,101.05323180078396,99.80039973019575,100.2540985206704,100.47603139733043
1995-02-22,100.31464866978473,100.2024233613778,100.30661044402555,100.5760155044686,100.27863936035138,100.56507503327258,101.06538866873268,99.80817900481942,100.2608870686111,100.48352852953059
1995-02-23,100.32010280162787,100.20598051107369,100.31202362576958,100.58631447531009,100.28283069204359,100.54724256606666,101.07058854404899,99.793892476882,100.25423615595552,100.50148786298372
1995-02-24,100.32550613300252,100.2095126685656,100.31752057042553,100.59666210675289,100.28703084928247,100.5802919546532,101.10228192712036,99.81406030023226,100.27145612797234,100.50419402770422
1995-02-25,100.3308912251963,100.21333053945516,100.32304939572278,100.606982907116,100.29121720580228,100.57555113928586,101.1168651848728,99.82807644273525,100.25987982104164,100.53165137889792
1995-02-26,100.33632254398775,100.21690931770769,100.32851367540447,100.61720654246452,100.29542931084623,100.59267926827022,101.17691481528091,99.83481155652838,100.24470550489859,100.5496741221847
1995-02-27,100.34155923226905,100.22063086335744,100.33400466819572,100.62751002601814,100.29958520239211,100.59829211643091,101.20392264159831,99.82750263644272,100.26375907698105,100.54504114195969
1995-02-28,100.34663240821631,100.22421523597276,100.33954096137204,100.63776449465189,100.30370168184159,100.61504359866669,101.26619170964192,99.8313142714092,100.26881646827827,100.54481487402042
1995-03-01,100.35180127524592,100.22806340577992,100.34505355476769,100.64798059540807,100.3076598649698,100.62847409152505,101.33660691096547,99.88871576108357,100.27382593324961,100.5572823399204
1995-03-02,100.35691322382903,100.23200854476785,100.3505375632427,100.65806078478094,100.31156073247162,100.68706066496098,101.34687140042298,99.89571946384534,100.2649627132299,100.54683719057229
1995-03-03,100.361997417605,100.2358072072323,100.35601405784864,100.66802477652028,100.31546198284721,100.68522749614334,101.37592701638644,99.89733340605626,100.2604241400575,100.57433471830132
1995-03-04,100.36712640847365,100.23971178080947,100.3614416566162,100.67807975951695,100.31924615123523,100.72853304090786,101.36449561572596,99.90893013658314,100.28770290154067,100.588792140345
1995-03-05,100.37225289894826,100.24339544328832,100.36684240223524,100.68821334320361,100.32300285925862,100.72131697853725,101.41590088934237,99.92391454264634,100.27529788218473,100.59188086950694
1995-03-06,100.37740819194653,100.24732170879139,100.37218156435115,100.69827596516538,100.32675056360192,100.73311137100927,101.47958549922934,99.94387227278074,100.27770555085145,100.6363572623978
1995-03-07,100.38246766885052,100.25118939135699,100.37751323457736,100.70830138768343,100.3304519172249,100.78476799394454,101.48845912105021,99.95933736665994,100.31755843644625,100.63361972762686
1995-03-08,100.38744617041505,100.25523774316979,100.38277222175218,100.71830622954629,100.33402497145741,100.79724104891415,101.5168482813927,99.95923977941096,100.33323470370537,100.64260681486488
1995-03-09,100.39245023821232,100.25902586729089,100.38803684163679,100.72836419225807,100.33750706691356,100.7894963735811,101.53779211729032,99.99878520717236,100.32437002140149,100.64273536071616
1995-03-10,100.39744978512682,100.26274907881657,100.39336808094889,100.73842241736232,100.34098689849475,100.78383762080523,101.53225456495366,100.0290044417191,100.34304022294494,100.63873301635147
1995-03-11,100.4024529426418,100.26650711354539,100.39872456713253,100.74847092333917,100.34448608661698,100.7647883654647,101.56127610969538,100.03399867255511,100.37414635872008,100.66198363083545
1995-03-12,100.40749348226002,100.27038439869321,100.40411649332381,100.75855805507574,100.3479557774238,100.7886406304603,101.58899039826125,100.04687354296627,100.38064033289123,100.67991153316584
1995-03-13,100.41246252792932,100.27421435184678,100.40948623227185,100.76878868719264,100.35136028537966,100.80750805023351,101.59520864728685,100.05808608018725,100.4130160184507,100.680823556638
1995-03-14,100.41730724670181,100.27804022950484,100.41487128873695,100.77903465703257,100.35470655830997,100.80746993885741,101.58510554876104,100.07527143163504,100.42607447631339,100.71122931830969
1995-03-15,100.42216591906661,100.28163195728533,100.42020386185084,100.78920588289118,100.3580632959592,100.85155806041655,101.64309047488977,100.11711769663414,100.40962235064559,100.73380775839112
1995-03-16,100.42708520366322,100.28521229144339,100.4255618129265,100.79959313713046,100.36136676043212,100.8424280624566,101.6457547356964,100.14585984033674,100.45854226104252,100.7356227434132
1995-03-17,100.43186922042109,100.28897974130395,100.43088751080032,100.80982646334407,100.36460738664387,100.83744166141962,101.66620442371396,100.13458669430716,100.45270888507608,100.74228547281291
1995-03-18,100.43662599032503,100.29290246517282,100.43619808551945,100.81999372852948,100.36776869341514,100.8514036090274,101.66242377002489,100.14106589839704,100.44102812964093,100.7016317472151
1995-03-19,100.44135722635363,100.2969507651236,100.44143633856046,100.83014902502951,100.37098728100825,100.84996773062213,101.6845853198353,100.1534830230365,100.42733432063626,100.71881177267984
1995-03-20,100.44607262124795,100.30096022012702,100.44664257977489,100.84027904514537,100.37418876854578,100.82442762026542,101.6892234142727,100.17760718606952,100.42490035936596,100.7317676231474
1995-03-21,100.45077238798832,100.30481499748431,100.45180068785311,100.85029042526858,100.37733763883257,100.80989463563056,101.70811912871632,100.18199924690248,100.40992175442504,100.72931501557007
1995-03-22,100.45543795418786,100.30851993727227,100.45694289759052,100.86005398076645,100.38049042989101,100.79066848803666,101.74425127904321,100.17693127968302,100.41815332505384,100.74714131475785
1995-03-23,100.46005669497337,100.3122309377691,100.4620649066082,100.8698331188682,100.38360810442698,100.80044983068093,101.7454633449752,100.16489767780587,100.4018958344776,100.72953316968425
1995-03-24,100.46453311908014,100.31577413562579,100.46714958221509,100.87937216546514,100.38666534047738,100.82267452291144,101.76636474984376,100.17040578881019,100.40396143654034,100.7107374226093
1995-03-25,100.46920813085069,100.3192820463129,100.47221577734199,100.88909151378323,100.38975994462696,100.87800316252319,101.78878737934497,100.19866251682524,100.40260230526812,100.73921185846021
1995-03-26,100.47381884467393,100.3228656506199,100.47724479326544,100.89893862831255,100.39282401610784,100.91369796503116,101.77407573552749,100.22460225314049,100.42515480455079,100.74434167971464
1995-03-27,100.47828561591534,100.32646064329148,100.48229105815798,100.90869496899407,100.39572955079676,100.91972931418653,101.79819446731145,100.23635145045323,100.4094140171353,100.77325791557905
1995-03-28,100.48285334863522,100.33007993443606,100.48728986814004,100.91839664294184,100.39855429501286,100.96272231823701,101.8023112442159,100.20722120305592,100.39657003533398,100.76407225940952
1995-03-29,100.48728549049265,100.3336395049247,100.49225278838993,100.92799660007402,100.40143545137417,100.97881230705757,101.79052865133555,100.19431997160555,100.38568879845242,100.77095446568629
1995-03-30,100.4917103827791,100.33742325245655,100.49719972235914,100.93753754598228,100.40429066806973,100.97178179602479,101.81456677049752,100.20064274799164,100.37349705935388,100.75933958694509
1995-03-31,100.49600852673386,100.34130637205224,100.5020964497528,100.94719643667975,100.4070955263705,100.9869165660739,101.85741600284751,100.2339824481115,100.3611450484615,100.79964672805086
1995-04-01,100.5001108168463,100.34504598433377,100.50695598511224,100.95696557262816,100.40981744250512,100.9828799548562,101.83991755845382,100.21329154033725,100.36736248829095,100.78730810393517
1995-04-02,100.50424951685595,100.34859871503639,100.51177467913078,100.96686525847898,100.41246149749503,100.98473864535926,101.88491285882662,100.19306687328496,100.3355806857741,100.79225375477297
1995-04-03,100.50831626824922,100.35224044434547,100.51655688211449,100.97670229541694,100.41507028560305,100.98405115921773,101.90264282189837,100.19427406818438,100.35358215003336,100.78066272989452
1995-04-04,100.51231412617041,100.35615209906058,100.52131894697781,100.98657145744326,100.41759500869617,101.0112161584603,101.92095704539,100.22434553150168,100.363647030404,100.8274921567019
1995-04-05,100.51630895023176,100.3602029269413,100.52611172745726,100.99649185477851,100.42002369549259,101.04412043322809,101.93618262436563,100.21338052069953,100.34709682011294,100.83623353208733
1995-04-06,100.52029141120978,100.36445522831735,100.53095781962425,101.00642389138167,100.42243755730132,101.03235439557963,101.94851778891304,100.22918425006998,100.35691226193359,100.831805571556
1995-04-07,100.5242035645505,100.36877045456708,100.53587264730967,101.01645288999322,100.42476937264051,101.03703342403294,101.89936480513373,100.2349987235915,100.3553881557391,100.80247926732251
1995-04-08,100.52799044791524,100.37294627602246,100.54078211363678,101.02648133504425,100.42700218785964,101.00015401083324,101.90641606717229,100.19739742924216,100.36887096829463,100.8436675680916
1995-04-09,100.53184558397294,100.37747247931516,100.54570597861006,101.03632847847007,100.42919315784162,101.03315230640618,101.90347619006835,100.19800485198279,100.40842361569321,100.81539827612696
1995-04-10,100.53581340667641,100.3818207283105,100.55068521613818,101.04603529146979,100.43118850878882,101.03251048842571,101.92792960295168,100.18558830663243,100.37881480240655,100.8112272090481
1995-04-11,100.53974291345426,100.38631372650735,100.55562220556007,101.05578786901303,100.43321697897787,101.02992391951263,101.94578869035489,100.18179009984418,100.39879901360376,100.81862155216413
1995-04-12,100.5436000002646,100.39085212683976,100.56052204056266,101.0654106570569,100.43516290308577,101.03169387507396,101.94743883278426,100.17387717001309,100.37246886119738,100.82266174109708
1995-04-13,100.54741904397477,100.39506832571843,100.56536568089444,101.07487442806323,100.43707441704748,101.05830737929763,101.94019608799904,100.18421297847159,100.37737605060697,100.8135365896025
1995-04-14,100.55118559628679,100.39898540143426,100.57013032277837,101.08424244254002,100.43904080092501,101.07361575481879,101.93866793878493,100.18139072094804,100.41617053198614,100.85225652940865
1995-04-15,100.55487329971497,100.40319167952644,100.57488999773541,101.09364279369812,100.44089747768288,101.07265940711281,101.97139746641061,100.15599844372173,100.4131548893825,100.86114248369523
1995-04-16,100.55846709558836,100.40709853701877,100.57963154401163,101.10283740025181,100.44268058426502,101.0869995294613,101.98370372192764,100.12363277896324,100.43973731027219,100.8579513412638
1995-04-17,100.56200174294256,100.41084961928203,100.58445359746146,101.11199320349994,100.44459332670962,101.09548526475963,101.99751660455658,100.1147559887146,100.45841457867377,100.83793039414947
1995-04-18,100.56556359325172,100.4146211397408,100.58929926004203,101.1211233267,100.44647915434554,101.08853091317211,101.99202731941239,100.12578864388848,100.47295901121215,100.86284223286928
1995-04-19,100.56913895450836,100.4183167374354,100.59407557981523,101.13010215760201,100.44833989622035,101.09684656709014,102.02547814238422,100.1442698297189,100.48227163190953,100.86436969383529
1995-04-20,100.57275151896364,100.42199038586278,100.59884232152636,101.13916168078201,100.45016246368812,101.08588860953232,102.01942143980533,100.14696851300934,100.47235512581237,100.86657958603726
1995-04-21,100.57628177592916,100.42568441969844,100.60356763733265,101.14821134807079,100.45191065968473,101.09280187919434,102.01926679981409,100.16543455543598,100.49457864265369,100.8649248805656
1995-04-22,100.57987501624521,100.42924873727125,100.60835135228965,101.15710303636303,100.4536168518092,101.11778375442299,102.05382418779496,100.17462884893723,100.49461526304985,100.85602314506579
1995-04-23,100.58350311350948,100.43269020323119,100.61311798209432,101.16596598165178,100.45536469584529,101.15418156909695,102.06009472200817,100.15955373421126,100.48589434597493,100.86280723360588
1995-04-24,100.58722282135683,100.43613780564742,100.61788551817226,101.17469307730498,100.45714210167449,101.14578021126243,102.0447649843555,100.18057852386065,100.47941748551372,100.85910635751728
1995-04-25,100.59090665541977,100.43960574506498,100.62262620495427,101.1835362451202,100.45893461976986,101.14604155035619,101.98875164916349,100.1975110300816,100.50973064238,100.84487894307307
1995-04-26,100.59436111196494,100.44303823395732,100.62733170907937,101.19239038265458,100.46060772092278,101.12456238368381,101.95710943988782,100.20109274195474,100.52633270612377,100.82806495189448
1995-04-27,100.59781385082633,100.44683513713298,100.63201273494963,101.20117938182409,100.46234692782785,101.09637293384934,102.01434855054872,100.17638768340052,100.55370529978049,100.82829856076303
1995-04-28,100.60118296748503,100.4503925221541,100.63672450098028,101.20980714796475,100.46405318842783,101.1166640742818,102.05623561604197,100.18822771391201,100.54145000580185,100.83395701469355
1995-04-29,100.60449904934156,100.45388021676445,100.64145860145892,101.21821746588262,100.46570604845698,101.10393223708918,102.08305180950754,100.17795304773826,100.52699990950315,100.8338087361878
1995-04-30,100.60771135571102,100.45750747778357,100.64622919520326,101.22655774937539,100.46730648041283,101.07741248466165,102.06372568983049,100.17678981870235,100.54490618330152,100.81750655438194
1995-05-01,100.61094329042376,100.46148356080361,100.65098597252266,101.23488938360529,100.46893128874358,101.06978622269239,102.0516258314357,100.15876223042066,100.56309881212871,100.83701896053947
1995-05-02,100.6141251607824,100.46546888524341,100.65574224069799,101.24323997213952,100.47049373581264,101.08821968194124,102.0523534544199,100.1479189001118,100.55088106316713,100.83254672907296
1995-05-03,100.61721180277154,100.46948818138911,100.66046178066368,101.25170354722886,100.47206811467431,101.10343611994583,102.0538748930768,100.16454487083921,100.56562192086155,100.87299116047697
1995-05-04,100.62027998290488,100.47333268861986,100.66510548110355,101.26021187822653,100.47362142775744,101.13314535577389,102.05116147909318,100.14199424791461,100.57541534335947,100.8551081021408
1995-05-05,100.62320242954782,100.47708069364037,100.66983901049126,101.26860870360179,100.47511096024398,101.12761019582254,102.03103860501979,100.1397903652132,100.57561317662369,100.84477881611137
1995-05-06,100.62612445334446,100.4810464013184,100.67449018122794,101.27689597193068,100.47647962090024,101.1482734764954,102.08498815955308,100.12008366007969,100.56938677614487,100.8360837140458
1995-05-07,100.62911937887905,100.48502856784988,100.67922460606441,101.28516118328155,100.47792677858003,101.14284536542243,102.10710888176177,100.08232596431506,100.56042881961216,100.8815556575407
1995-05-08,100.63215839049128,100.48883491635381,100.68390005339934,101.29327071201831,100.47933307255553,101.1667968026067,102.13294216852232,100.11224798700411,100.56757542872084,100.87998276987146
1995-05-09,100.63526593638606,100.49286398477207,100.6885346502308,101.30134615247124,100.48071778214216,101.19380104881544,102.11730388324975,100.12081455022138,100.58710498025002,100.88798120394779
1995-05-10,100.63840098976483,100.49711802720014,100.69311888448479,101.30956869277487,100.48204466499635,101.2072289321598,102.12452957395811,100.10185383387491,100.61682994014679,100.88789938122822
1995-05-11,100.64153968045305,100.50130737547015,100.69766673796516,101.31774447640205,100.48327817034806,101.22669061759917,102.13906691514032,100.07045684740623,100.59927886098748,100.86528794140473
1995-05-12,100.64469848393357,100.50582457525684,100.70218169178993,101.32608313222791,100.48451793937377,101.21672736634301,102.15018751338748,100.06425966385278,100.60275468620739,100.84658106365548
1995-05-13,100.64782775604112,100.51051458961602,100.70670716154017,101.33461911120445,100.48574653157456,101.19478377478987,102.15281681984533,100.04986416240597,100.61963818511138,100.85193344899076
1995-05-14,100.65090999075794,100.51511794080626,100.71121143135564,101.3431002221462,100.48698430151286,101.19572818466399,102.15831931242703,100.05905599663284,100.61226017430364,100.88506332056235
1995-05-15,100.65382556853125,100.51953225002194,100.71566585733939,101.35159459598029,100.48819809722934,101.22127004520777,102.16763822760029,100.06466762417624,100.63779449229166,100.88170423198807
1995-05-16,100.65679573144804,100.52405593659766,100.72011650883566,101.36003251365666,100.48942258558239,101.2246988073996,102.12288964945161,100.05613833340588,100.64837806678415,100.89309199944398
1995-05-17,100.6595690173717,100.52842428677737,100.72460471104593,101.36847640162462,100.4906168072499,101.23335386606593,102.07703359635542,100.03599428881014,100.61522575723731,100.88738925715417
1995-05-18,100.66232796356877,100.53307790691072,100.72908934060052,101.37690859207817,100.49179105447766,101.19631775311981,102.09545946830256,100.0067954937644,100.61231363592154,100.89603552102193
1995-05-19,100.66504866483793,100.53737187983549,100.7335917756924,101.38527782634749,100.49295403671663,101.19693577399087,102.11853096195054,99.97406627137572,100.6125546564908,100.91598406627422
1995-05-20,100.66774171654696,100.54171543884958,100.73807539267176,101.39376657191876,100.49410376684727,101.17059495979534,102.09419377607516,99.9559904021591,100.58158409827945,100.92391556433394
1995-05-21,100.67039199056433,100.54598074053791,100.74255254550177,101.40221871002502,100.49519440281144,101.15048566271832,102.04902587506524,99.98683855631998,100.58773436482664,100.9257767734395
1995-05-22,100.67303959378032,100.55036962191693,100.74705913082293,101.41086673858238,100.49624649865487,101.14187106989692,102.00562901387295,99.99108450568458,100.61010345667331,100.93796636210412
1995-05-23,100.67557228819028,100.55493352987426,100.75153752450923,101.41946830358522,100.49720991440961,101.1776886551388,101.9850584750742,99.98128591642087,100.60444347226775,100.96653411562481
1995-05-24,100.67806850708509,100.55961546458022,100.7560360940506,101.4281982074429,100.49814037269738,101.16969301860786,101.93541967368974,99.97911120361792,100.60236659449744,100.97643047359274
1995-05-25,100.68068707716932,100.56426998526887,100.76049295618613,101.43698771890143,100.49906161960973,101.1523845101705,101.92928478013016,99.97154017441922,100.61202816570577,100.982854463691
1995-05-26,100.68327178531581,100.56878923041118,100.76489941019466,101.44573822729252,100.50007548345764,101.17226779151567,101.9162121337697,99.97240090633768,100.64385598078007,100.99496346037283
1995-05-27,100.68582507389121,100.57320395536662,100.76931266119058,101.45446745299627,100.50109752325912,101.1839326889834,101.88436842183572,99.96727236484392,100.65282863207273,101.00894010521061
1995-05-28,100.68834921782272,100.57754121620464,100.77371038192129,101.46319101153148,100.50214254432643,101.22272533692048,101.84928364989781,99.9499111701227,100.64277652885941,100.98146239343403
1995-05-29,100.69097462651088,100.58194877599927,100.77811580465236,101.47194858507771,100.50295772949727,101.22984586014108,101.87002943612903,99.93076861664305,100.63974833964149,100.96711730142995
1995-05-30,100.69363958994478,100.58630174938712,100.78251238789791,101.48064602884313,100.50375370123695,101.253637683773,101.8574416127298,99.88976630408413,100.66214063632175,100.96908559866978
1995-05-31,100.69619222559372,100.590772974937,100.78693654316841,101.48934399205686,100.50447705512453,101.26316999799288,101.87693753252455,99.90347245629302,100.6760348805538,101.0013628426579
1995-06-01,100.69883438782966,100.59511376885025,100.79134851832107,101.49785716934949,100.50521619804529,101.25531343829692,101.8658957512217,99.93435928316705,100.66238639853701,101.0212940009084
1995-06-02,100.7014047604917,100.59948723722543,100.79575262783258,101.50626526038566,100.50598252436052,101.25230532857005,101.86328416172033,99.92517567825301,100.684545504537,101.01052271008238
1995-06-03,100.70399057960819,100.60400639900249,100.80020932508344,101.5147144730288,100.50669818749056,101.24230008073832,101.86967080170422,99.91802101902513,100.70223894168348,100.99641501768404
1995-06-04,100.70660349307573,100.60852383569458,100.80464064935433,101.5230907516216,100.50749210392347,101.22583780717046,101.86625469778095,99.88574318990055,100.70984315595571,101.00010590326083
1995-06-05,100.70915846792451,100.61305793696131,100.80902652798618,101.53139463439672,100.50833849627107,101.230784586875,101.91259027050401,99.86089135742489,100.70422054030954,101.030696665602
1995-06-06,100.71183907186027,100.6176397678518,100.81339078113685,101.53957517120125,100.50914705016628,101.24093673535155,101.83121190316572,99.86952199757634,100.72932501532351,101.04020474778191
1995-06-07,100.71461622349568,100.62199189176206,100.81767654089447,101.54771412922096,100.51000883437403,101.22119443870992,101.82180504906816,99.86250229954682,100.72509719528973,101.03091778357317
1995-06-08,100.71755552237316,100.62629480283317,100.82192605184788,101.55596893592978,100.51084285837516,101.25723911521696,101.77886095256981,99.86477215240238,100.74406778395588,101.0310039528268
1995-06-09,100.72057393231117,100.63049933310641,100.8262646083166,101.56413700081788,100.51153827386922,101.26951197795908,101.79770115450415,99.84988950629271,100.7349056533598,101.04861968071961
