AsOfDate,ganymede_bonds,ganymede_stocks,ganymede_titan_fx,io_bonds,io_stocks,io_titan_fx,titan_bonds,titan_stocks,callisto_bonds,callisto_stocks,callisto_titan_fx,europa_bonds,europa_stocks,europa_titan_fx,helium3,water,titanium,antimatter,aerogel,ultrapure_silicon,germanium,nanocapacitors,hydrocarbons,americium_ore,refined_americium,beryllium,beryllium_monofilaments
1995-01-16,1.0880772508840828,2.305949902551382,0.9236486531381705,1.0923490620263996,1.1612444588264161,0.6547748262177291,2.014699631310828,2.8462866804876517,1.3514469804360607,0.47514540569775465,1.084648327584117,0.9488316094247626,1.1112915825305805,1.0248181730173336,1.8967946483540783,1.5163720743778293,1.6394192678306898,0.4407616526415912,2.1579869534885314,2.0470089794134916,0.22195540243288045,0.20645000770219282,1.3254926891290528,1.1545058288917194,1.1597579026268678,14.846935707705738,14.850594503314868
1995-01-17,1.082494504599403,2.2964375885896526,0.9236486531381705,1.0916751884532803,1.1481336342912791,0.6543988424262679,2.014699631310828,2.8462866804876517,1.3514469804360607,0.47514540569775465,1.0766710667239558,0.9468207002692611,1.1031125609117658,1.0248181730173336,1.9418189887593182,1.5163720743778293,1.6394192678306898,0.4407616526415912,2.1579869534885314,2.0470089794134916,0.22195540243288045,0.20645000770219282,1.3286713286713288,1.1602118748854302,1.1630204815278145,14.868492481794712,14.862594414386052
1995-01-18,1.081936229970935,2.309332919914954,0.921811068777799,1.0910013148801612,1.1473844443178427,0.6555685754866739,2.012827813753091,2.8423661754181095,1.35595639662808,0.4753909588789938,1.0703007433640974,0.950419169284369,1.1075978308317609,1.0227804495163815,1.9545181616941294,1.52674322967415,1.6664129989146201,0.4440051023850773,2.171266873202307,2.1127549275370154,0.22518105188000187,0.20729698209276592,1.343928798474253,1.1524347180460428,1.156428470137051,14.87895288870362,14.878445737953074
1995-01-19,1.0780283075716592,2.293314803330971,0.9191859482629825,1.0913382516667207,1.1350228097561421,0.6624613802322666,2.0078363002657924,2.8260810005138572,1.3550795657018542,0.47072544843544994,1.0769828236026269,0.9497841453405265,1.1036402397258829,1.0368877660614348,1.9395100482257162,1.557856695563112,1.652016342336524,0.44412093987591605,2.135853753965572,2.0665550720988635,0.22702428013549986,0.2075087256904092,1.3566433566433567,1.1467538241875008,1.1521703329243773,14.871271004731472,14.882102125765826
1995-01-20,1.0663045403738318,2.2694675761871013,0.919579716340205,1.0903274413070418,1.1222865802077235,0.6635057189405965,1.9978532732911956,2.818239990374773,1.352950119166734,0.46532327844818866,1.0735797159001002,0.9498899826645002,1.0951973787000093,1.0390822375239988,1.9475913400933234,1.5425728877580078,1.65741508855331,0.4455109897659815,2.135853753965572,2.031016721761824,0.23240036254736893,0.20814395648333903,1.3782581055308327,1.1457234917684143,1.1513882501763877,14.873845379533998,14.894248459775886
1995-01-23,1.0713290120300436,2.242071226080794,0.9229923730094663,1.0845995159355277,1.10430602084525,0.6659704298604728,1.9972293341052834,2.825176268574732,1.353325903849402,0.4407679603242737,1.0695843940451044,0.9453389777336285,1.0656473651094527,1.038455245677552,1.9210385239569,1.5349309838554557,1.627721984360987,0.44319423994920576,2.1181471943472046,2.004362959009044,0.22902111074562265,0.20412082812811683,1.3827082008900191,1.1506613044066787,1.1518827631956785,14.873890139338501,14.890199694630038
1995-01-24,1.076130173834868,2.259384966335932,0.9252237254470603,1.085273389508647,1.1132963005264866,0.6670147685688027,1.996605394919371,2.8245731139486487,1.3547037810191858,0.4459245771302958,1.0694658216749184,0.9472440495651562,1.0788393354623798,1.0375147579078818,1.9464368698265222,1.5469396899880377,1.653815924408786,0.4420358650408179,2.1247871542040926,2.0523397319640475,0.22702428013549986,0.20475605892104665,1.3909726636999364,1.1523715860863375,1.1528831211900405,14.870538279942197,14.880146678107394
1995-01-25,1.0834993989306454,2.2736589741318216,0.9264050296787277,1.0856103262952066,1.121162795247569,0.664633620603225,2.006588421893968,2.8345251652790253,1.35595639662808,0.4471523430364916,1.071830829034847,0.9484082601288676,1.070132635029448,1.0345365466372594,1.9383555779589152,1.5109135715902922,1.654715715444917,0.4413408400957851,2.104867274633429,2.020355216660712,0.22318422126987908,0.20285036654225716,1.3706293706293706,1.151401813227113,1.1520462091928922,14.869467362594207,14.881217595455384
1995-01-26,1.0889704902896316,2.2631777108433737,0.9264050296787277,1.09201212523984,1.1324006448491148,0.6642159048374968,2.0122038745671786,2.8414614434789844,1.3575847969196428,0.44641568349277416,1.0728081522107846,0.9550760115392145,1.0820054083470823,1.0348500425604827,1.924501934757303,1.5261973793953962,1.6412188499029519,0.44168835256830147,2.0915873549196533,2.0470089794134916,0.22180180007825562,0.20285036654225716,1.3655435473617292,1.1527054758411464,1.1534519622111086,14.873551461519861,14.883847165136832
1995-01-27,1.0986844688249742,2.2384556608788095,0.9258800055757644,1.0963923034651155,1.134648214769424,0.6635892818948952,2.029050232586811,2.8441756392963597,1.35821110472409,0.44543347076781753,1.0727541224972894,0.957933619286506,1.080422371904731,1.0361040262533765,1.8921767672868743,1.5070926196390162,1.6142251188190218,0.43659150297139476,2.0937983352102663,2.0031836310585196,0.2207265835958818,0.19798026379646186,1.357279084551812,1.1529257462244082,1.1532316918278467,14.871001057492036,14.880356282476816
1995-01-30,1.0903103493979547,2.209985161233168,0.9228611169837255,1.0970661770382348,1.1204136052741325,0.6660122115464951,2.025930536657249,2.834826742592067,1.358837412528537,0.46286774663579716,1.0832072939673263,0.9559227101310046,1.0775201384270872,1.0428441886026798,1.9129572320892927,1.4967214643426956,1.626822193324856,0.4363612939004898,2.102642256372717,2.0159660243287196,0.2207265835958818,0.20030944337053788,1.3452002542911634,1.1424931071592646,1.1464423799278622,14.869084844700021,14.87890832290286
1995-01-31,1.0992427434534422,2.2244197377746278,0.9303427104509524,1.0990877977575928,1.121350092740928,0.6594118272203192,2.0302981109586353,2.8474929897398185,1.3564574428716378,0.46041221482340566,1.0705980013451175,0.9570869206947159,1.073562547321209,1.028893620019238,1.9395100482257162,1.4912629615551583,1.653815924408786,0.43440451679779696,2.0960093155008788,2.025096305236006,0.21704012708488585,0.1975567766011753,1.3636363636363635,1.137029249083255,1.1446102882803773,14.868616392768823,14.882068565280768
1995-02-01,1.099577708230523,2.2253222448618,0.9312615026311382,1.100772481690391,1.1320260498623966,0.6608739314061325,2.0246826582854247,2.8465882578006934,1.3577100584805322,0.4618855339108406,1.0743970119850015,0.9565577340748471,1.0864906782670776,1.0321853272130836,1.9487458103601243,1.449232490091122,1.667312789950751,0.43647639843594227,2.113697157825781,2.0670955974095206,0.21857615063113417,0.19776852019881858,1.3636363636363635,1.1333768130117734,1.1455198667791007,14.862822872677297,14.870978648962646
1995-02-02,1.099577708230523,2.248571491849752,0.9320490387855831,1.1000986081172717,1.138394164636606,0.6606650735232684,2.0215629623558633,2.8619687007658206,1.3547037810191858,0.4589388957359708,1.0717426028413113,0.9548643368912669,1.083324605382375,1.0334393109059774,1.9499002806269254,1.4557826934361666,1.667312789950751,0.43613108482958474,2.1490728424755847,2.0488350355949487,0.22164819772363079,0.19946246897996478,1.3547361729179912,1.141557421831252,1.1491979015961766,14.856779429918134,14.86067879342317
1995-02-03,1.1171075315644174,2.2729059620836285,0.9365117436607711,1.0970661770382348,1.147759039304561,0.6529367382404545,2.048392347350092,2.9017769060873264,1.3563321813107485,0.4569744702860576,1.0673380008577944,0.958356968582401,1.1025848820976487,1.0274828883647327,1.985688858897757,1.4432281370248312,1.6898075658540261,0.43486493493960704,2.1866595074160013,2.070747709772435,0.22041937888663213,0.19776852019881858,1.340114431023522,1.135757596764078,1.143139083026796,14.862300831161798,14.868786065018966
1995-02-06,1.11967559485537,2.2810617469879517,0.9393993762270691,1.0980769873979137,1.149632014238152,0.6515581970089398,2.0434008338627936,2.9117289574177025,1.35821110472409,0.4599211084609274,1.07241235994923,0.958356968582401,1.1083893490529366,1.0248181730173336,1.9879977994313591,1.4224858264321898,1.671811745131406,0.434634725868702,2.1756046059629375,2.092660383949921,0.2118176470276416,0.1992507253823215,1.3032422123331213,1.1463817686727518,1.1480082672498408,14.86300712753174,14.872827947918378
1995-02-07,1.1206804891866124,2.2706579996456413,0.9379555599439201,1.1058265334887858,1.1526287741318975,0.6501378745091486,2.0434008338627936,2.9126336893568276,1.3607163359418786,0.4569744702860576,1.0707519629432825,0.9617437629495614,1.1107639037164634,1.0212129699002643,1.9706807454293438,1.4093854197421005,1.661914043733965,0.43440451679779696,2.173393625672325,2.092660383949921,0.21289286351001543,0.197345033003532,1.2587412587412588,1.142326799067772,1.1447871942686776,14.860805130089668,14.870960767964874
1995-02-08,1.1215737285921612,2.2724076452870303,0.938743096098365,1.1041418495559876,1.153752559092052,0.6488428465201771,2.042152955490969,2.9096179162264106,1.3603405512592102,0.45059008757383967,1.076603179330032,0.9611087390057188,1.108125509645878,1.0243479291324984,1.961160548591521,1.4246692275472046,1.6484171781919998,0.43428941226234447,2.1181191184070065,2.059791372683692,0.21366087528313957,0.19967421257760803,1.1856325492689128,1.1519734698069906,1.1496662342258082,14.854589260729291,14.871738156747744
1995-02-09,1.1185590455984342,2.2789909638554215,0.9375617918666976,1.1051526599156665,1.1657395986670345,0.6505555902748767,2.0346656852600216,2.911125802791619,1.3609668590636574,0.44788900258020903,1.0765900836328492,0.9622729495694302,1.1279134651752687,1.0265424005950623,1.9742508192435273,1.4246692275472046,1.6421186409390829,0.43578577122322715,2.1092751972445556,2.0451829232320344,0.21611851295713688,0.20136816135875424,1.2390336935791482,1.157544673021057,1.148612765031198,14.872666295835206,14.886742044606406
1995-02-10,1.1090683769144787,2.275951231396173,0.9353304394291037,1.0970661770382348,1.1698601435209346,0.6529367382404545,2.029674171772723,2.9171573490524536,1.3602152896983208,0.45059008757383967,1.076159907936907,0.9590978298502174,1.127121946954093,1.0323420751746955,1.987341089895534,1.4710665012412707,1.660114461661703,0.4359008757586797,2.1358069607319083,2.0305744737803773,0.21919056004963347,0.20136816135875424,1.2390336935791482,1.1643498307275884,1.1544032404986468,14.882991974056019,14.898390950691203
1995-02-13,1.1104082360228018,2.2703036410347273,0.935067927377622,1.0883058205876839,1.1545017490654885,0.6527278803575904,2.0309220501445475,2.9150463078611617,1.3613426437463256,0.45230895984251374,1.0783571507599607,0.9553935235111357,1.1263304287329174,1.0317150833282487,1.9909111637097174,1.4557826934361666,1.643918223011345,0.43486493493960704,2.0907029628034084,2.025096305236006,0.21919056004963347,0.2000976997728946,1.2256834075015892,1.1617681550015282,1.1488968351052327,14.880701631127671,14.899356351537309
1995-02-14,1.1187823554498213,2.2759456945428775,0.9351991834033628,1.0889796941608032,1.1503812042115884,0.65247724120645,2.042152955490969,2.9174589263654953,1.362603146194239,0.44739789621773074,1.0802369640248006,0.9564518967508734,1.1281773045823271,1.0398659773320573,1.993291212919173,1.4683372498475022,1.6484171781919998,0.4352102485459646,2.1004312760821047,2.0470089794134916,0.22349142597912874,0.20136816135875424,1.2021614748887477,1.1672389705729114,1.1559933858403335,14.875576298778107,14.899173120717126
1995-02-15,1.123248552477565,2.284084868887314,0.9330990869915097,1.0980769873979137,1.151879584158461,0.6516834919375052,2.0508881040937412,2.9358551424610395,1.365754402314022,0.44248683259294774,1.082538736546787,0.9610029016817451,1.130024180431737,1.0400227252936691,1.994481237523901,1.462878747059965,1.658314879589441,0.43613108482958474,2.0738995125947515,2.0652695412280635,0.22070359114363025,0.20032046020704375,1.2024793388429753,1.163632542161691,1.1551205290645439,14.869328042959358,14.89409367675543
1995-02-16,1.11532105275332,2.269960356130404,0.929161406219285,1.096055366678556,1.140454437063556,0.6592029196256998,2.0571274959528645,2.933442523956706,1.365754402314022,0.43954019441807796,1.0921898664836314,0.9594153418221386,1.1223728376270392,1.0530328061074405,2.0135216311995467,1.4699748006837634,1.6736113272036681,0.4359008757586797,2.0738995125947515,2.089008271587007,0.2233365462660455,0.19990137974635958,1.2205975842339478,1.1643699140806987,1.1516907627519428,14.873758941148683,14.893001120185794
1995-02-17,1.1176658061928855,2.270757663004961,0.9338866231459546,1.0953814931054366,1.1402671395701969,0.6606650735232684,2.0546317392092153,2.921681008748079,1.3663846535379787,0.44396015168038266,1.093532347519001,0.9597328537940599,1.120789801184688,1.0563245133012864,2.03970217250356,1.4579660945511814,1.6916848836529517,0.4376274437904674,2.1070642169539426,2.1492681255750936,0.22736341880620997,0.20178724181943844,1.2193261284170376,1.1608774476794188,1.1489981126708277,14.873262330930949,14.892163062352662
1995-02-20,1.1204571793352254,2.2737641743444366,0.9357242075063261,1.0926859988129594,1.1282800999952145,0.6596206851031832,2.052135982465566,2.9213794314350374,1.367645155985892,0.4422412794117086,1.0930766148075604,0.9595211791461125,1.1139299766011659,1.0644754073050953,2.0194717542231864,1.459057795108689,1.6844554610732383,0.43843317553863503,2.10485323666333,2.1602244626638365,0.22658902024079372,0.20094908089807004,1.2326764144945963,1.16238098411091,1.1474945762393365,14.87634315141339,14.88908224187022
1995-02-21,1.1221320032206292,2.2711341690290574,0.9357242075063261,1.0893166309473628,1.1338990247959877,0.6625448934748099,2.052135982465566,2.9213794314350374,1.3689056584338053,0.44641568349277416,1.095775245643723,0.9572985953426635,1.1123469401588146,1.0644754073050953,2.0170917050137303,1.459057795108689,1.6844554610732383,0.43843317553863503,2.10485323666333,2.1602244626638365,0.22658902024079372,0.20094908089807004,1.2294977749523204,1.1659920350328246,1.1527135617356556,14.871298131025982,14.879858474029879
1995-02-22,1.1298361930934873,2.2817926116229623,0.9376930478924385,1.0933598723860787,1.1301530749288056,0.6637981397777593,2.0683584012992857,2.938267760965373,1.3697880101473445,0.44641568349277416,1.0966749130208449,0.9567694087227946,1.1070701520176438,1.0671401226524941,2.0194717542231864,1.4475949392548608,1.683551783250774,0.43958422089316024,2.1181191184070065,2.187615305385694,0.22457558397071148,0.20534942573525405,1.2066115702479339,1.1664477052424889,1.1531387547862115,14.869480502973184,14.873476568903259
1995-02-23,1.1276030945796154,2.2939847625797305,0.9408431925102182,1.1021202288366296,1.1432638994639426,0.6660122115464951,2.0658626445556365,2.947013503043583,1.3783594267931547,0.4378213221494039,1.099265634099377,0.9637546721050628,1.1250112316976246,1.0687076022686113,2.004001434361724,1.4361320834010327,1.6645745489790262,0.4386633846095401,2.0955671194427565,2.1419639008492646,0.22922197536320896,0.2036731038925173,1.1900826446280992,1.1675975876675937,1.1546291367709527,14.87803250664632,14.879931456921586
1995-02-24,1.1300595029448743,2.2812444631467046,0.9426807768705897,1.0923490620263996,1.1338990247959877,0.6633804240120311,2.0689823404851984,2.947918234982708,1.3764686731212847,0.4316824926184252,1.0962886032459047,0.9599445284420075,1.1215813194058637,1.072626301308904,2.0325620248751926,1.4426822867460773,1.6889738501855591,0.4352102485459646,2.111486177535168,2.1474420693936365,0.22860245651087596,0.19592011536985976,1.1891290527654164,1.1698709897307749,1.154992518214288,14.871269218579817,14.87715794217661
1995-02-27,1.1403317561086852,2.2668541814316088,0.9393993762270691,1.093693078097795,1.1297784799420874,0.6602473084635307,2.0795893066457074,2.924998359191538,1.382771185360851,0.41473932311292383,1.0950527088120747,0.9665064425283806,1.1118192613446976,1.0713723176160102,2.030181975665737,1.453758542306508,1.6871664945406308,0.43474983040415455,2.0872162214715457,2.1510941817565508,0.22395606511837848,0.19026252915062317,1.1760966306420853,1.1657459286431116,1.1458987605266033,14.869728198648824,14.880746394465222
1995-02-28,1.1493758050898664,2.283846784195606,0.9428120328963305,1.0960451062227363,1.1279055050084965,0.6610827892889966,2.083332941761181,2.946711925730541,1.3821409341368944,0.4174404081065545,1.0986626294146726,0.9636488347810891,1.1115554219376391,1.0734100411169625,2.0075715081759076,1.4238526522933455,1.6718039715587396,0.4354404576168696,2.085009861829398,2.1311262188879243,0.223646305692212,0.19131023030233363,1.1424030514939605,1.1630900273311027,1.146785533019144,14.884696936262381,14.892205281763793
1995-03-01,1.1460261573190584,2.261112464564139,0.9400556563557733,1.1027651865797121,1.1391433546100425,0.6627538010694294,2.082706186965224,2.9319346373914974,1.3825190848712685,0.4078638340382276,1.0987511543028823,0.9673531411201707,1.123692034662332,1.0718425615008453,1.976630868452983,1.4509894784164004,1.6546340929319203,0.4325628442305567,2.0475017479128903,2.0930055625023654,0.22813781737162622,0.18523356362241286,1.1366815003178639,1.1615909323108229,1.1429678327062038,14.883869997017657,14.887639565230433
1995-03-02,1.138172820949765,2.259706103827073,0.9344116472489179,1.1007491624726193,1.136521189703015,0.6736151524772328,2.0733048650258685,2.9346488332088727,1.3832753863400165,0.4176859612877936,1.1151799754187266,0.9636488347810891,1.1202621223705709,1.0864201219307341,1.9790109176624389,1.4576352317526586,1.658248804221777,0.4353253530814171,2.0541208268393327,2.0258405964897137,0.22689877966696023,0.18607172454378124,1.1602034329307056,1.1625442416039835,1.1429016380871575,14.872620100788732,14.880581145781042
1995-03-03,1.130880437178278,2.268470942593905,0.932836574940028,1.0960451062227363,1.1331498348225513,0.6805079576405715,2.067037317066298,2.930426750826289,1.3883173961316695,0.4194048335564677,1.128641739510876,0.9612145763296925,1.108125509645878,1.0994302027445055,2.0075715081759076,1.4714805512031968,1.6844554610732383,0.4352102485459646,2.0920702126842703,2.02402532713802,0.2258146216753775,0.18565264408309703,1.2123331214240305,1.1643326969552878,1.144657711798302,14.874028830323088,14.884614596475407
1995-03-06,1.1263928163958246,2.2795501860382705,0.9257146782841873,1.0923490620263996,1.1226611751944415,0.6780015147464282,2.063276788290556,2.933442523956706,1.3932333556785312,0.4179392371666373,1.143964113678682,0.9634371601331415,1.0899205905588385,1.1177019831026174,2.0063814835711797,1.4609581084207879,1.6799370719609175,0.43693681657775235,2.058533546123628,2.04036275130326,0.22550486224921099,0.1890052877685706,1.1811824539097266,1.1814746598687365,1.1608791213270435,14.872704242382957,14.88253955755584
1995-03-07,1.1275147215914378,2.2825788447909283,0.9236044866824568,1.0802529173838433,1.1136708955132049,0.6848943194920211,2.0588895047188567,2.9087131842872855,1.4023089733035068,0.4164736407768069,1.1778496227666841,0.9598386911180337,1.0796308536835555,1.146280921611459,2.0159016804090024,1.4731419895372613,1.683551783250774,0.44315246149218823,2.0475017479128903,2.060330714171886,0.22194262884829624,0.19675827629122813,1.154481881754609,1.1916702978077451,1.165430893517082,14.87061018873238,14.88327214076582
1995-03-08,1.1404166313409916,2.2900425230333097,0.9299350614876485,1.087309001758668,1.1226611751944415,0.6717353329434372,2.0682908266582123,2.9162526171133285,1.4026871240378807,0.40768006243782445,1.1631582708289467,0.9550760115392145,1.0722433502859163,1.1225432240522026,1.9968612867333568,1.485325870653735,1.6564414485768486,0.4387784891449926,1.9994031077140746,2.0254775426193747,0.21915479401279778,0.19151977053267574,1.1697393515575334,1.181064875158006,1.1569306563288377,14.853120301180443,14.871954945934709
1995-03-09,1.1441189184865157,2.2961053773919207,0.9296712875374321,1.0863009897051215,1.1185406303405414,0.6721530487091654,2.0783189033935248,2.9162526171133285,1.3967627625326884,0.4096341909575983,1.1702303820470767,0.9546526622433195,1.0474424460224132,1.1233240693666517,1.9730607946387995,1.4820029939856059,1.6275237582579947,0.4409654753185904,1.9923427568592025,1.9822741320490744,0.2220975085613795,0.19382471306643878,1.1767323585505403,1.1852160323347567,1.1571377488610233,14.852251349177626,14.870750284480645
1995-03-10,1.148494348749408,2.3075057583274274,0.9333641228404607,1.0923490620263996,1.1335244298092695,0.6573231000919041,2.0839596965571383,2.9617349070580468,1.398905616694141,0.3996192822937572,1.167528494252139,0.9592036671741911,1.0574683434906378,1.1063016415116587,1.958780499382065,1.4836644323196704,1.6175833022108888,0.4409654753185904,1.9967554761434976,1.922370243443196,0.22256214770062924,0.1934056326057546,1.1760966306420853,1.1837075239459407,1.151668491776776,14.853752927987856,14.871322319127296
1995-03-13,1.150513778101512,2.3132474751948973,0.9272973219854852,1.0916770539907021,1.1267817200483419,0.6652602435458267,2.0883469801288372,2.95664807199844,1.4067207318712032,0.40181767687850284,1.1698507831361857,0.9584628059063748,1.048761643057706,1.1144224327819308,1.9742696395839914,1.4964021262141656,1.642886281239886,0.44522434313033354,2.0144063532806777,1.9568603611253685,0.22534998253612773,0.1984345981339649,1.1843610934520026,1.1958280203502525,1.1604086799302091,14.835359086144742,14.86188962513644
1995-03-14,1.1512991117384415,2.320240520907158,0.927824869885918,1.1031011905975607,1.1451368743975336,0.6615005547664801,2.1021355856398922,2.9772946378286083,1.4033173752618373,0.39742088770901157,1.1679680112786703,0.9666122798523543,1.0651196862953356,1.106145472448769,1.958780499382065,1.4941868751020795,1.6211980135007453,0.44476392498852346,1.9548346429426948,1.9187397047398094,0.22163286942212976,0.19780597744293862,1.1748251748251748,1.1933131259455192,1.1620587094566006,14.839606097336393,14.852732914828302
1995-03-15,1.153542922129668,2.3359098157335225,0.9290118526618913,1.1044452066689558,1.140641734556915,0.6683933595120729,2.1015088308439354,2.969215546851586,1.4054602294232899,0.4081685945677679,1.1859750777718174,0.9643896960489053,1.0590976231722302,1.126135112498669,1.9754611119072165,1.4814491812075843,1.6365605364826366,0.4459149703430486,1.9967554761434976,1.9550450917736752,0.21481816204646678,0.19948229928567537,1.1493960584869676,1.2070063285730273,1.1741501355598818,14.83882667410767,14.851404486114152
1995-03-16,1.1524210169340547,2.339663802267895,0.9279567568610261,1.1128453071151756,1.1586222939193886,0.6633804240120311,2.1033890952318064,2.9904605638652373,1.4099980382357777,0.40181767687850284,1.175569016076288,0.9737033805585963,1.0559556771949579,1.1212938715490839,1.9754611119072165,1.4869873089877996,1.6401752477724933,0.44257693881492566,2.00337455506994,2.009503172324474,0.21466328233338353,0.19948229928567537,1.1424030514939605,1.202608811631793,1.1674151039544722,14.822626328360315,14.83999866006546
1995-03-17,1.1449042521234452,2.3409815733522326,0.929539400562324,1.1061252267581998,1.1550711044397197,0.6615005547664801,2.095868037680322,2.9904605638652373,1.4164266007201354,0.3966880895140964,1.1898655393658737,0.9737033805585963,1.0378894878256417,1.1295708318822455,1.981418473523342,1.4869873089877996,1.6510193816420635,0.4423467297440206,2.0298508707757104,2.008777064583797,0.21466328233338353,0.1984345981339649,1.1430387794024157,1.2128385911172233,1.175988881780499,14.816131062063398,14.83649033280209
1995-03-20,1.1417629175757278,2.353040839829908,0.9332322358653525,1.1094852669366877,1.1745091942231713,0.6579497234522517,2.0946145280884076,2.9937520453743947,1.415544249006596,0.395222493124266,1.1864641672503402,0.9741267298544913,1.0491481275775343,1.1162964615366089,2.0064393923110693,1.495848313436144,1.6691425362155219,0.4416561025313055,2.02102543220712,2.0367322125998735,0.21853527516046475,0.19696781652157022,1.1201525746980292,1.2118008979226762,1.1744728397908812,14.818779687235212,14.847405921678813
